2023-01-14|09:45:13|CoffeeShop|Downtown|D|4.75
2022-03-19|06:33:13|Subscription|Spotify|D|21.49
2022-05-26|14:58:01|Transport|Uber|D|414.58
2022-03-07|13:49:39|Electronics|Apple|D|184.90
2022-10-13|18:53:27|Hardware|Home Depot|P|-248.13
2025-12-03|16:01:20|Fast Food|McDonald's|P|-483.70
2023-09-23|15:19:41|Retail|Target|D|407.33
2024-01-25|04:32:02|Fast Food|McDonald's|P|-79.52
2023-11-02|16:12:17|Coffee|Starbucks|D|39.29
2024-08-30|04:23:28|Transport|Uber|P|-18.23
2024-02-11|10:30:17|Gas|Shell|P|-313.74
2024-03-09|10:55:55|Gas|Shell|D|266.60
2023-09-20|05:40:28|Gas|Shell|D|158.63
2023-07-15|00:59:50|Electronics|Apple|P|-354.34
2022-06-26|07:46:11|Groceries|Walmart|P|-133.99
2024-07-03|05:04:58|Gas|Shell|P|-358.86
2022-05-27|06:13:39|Electronics|Best Buy|P|-11.53
2024-10-26|23:14:34|Subscription|Netflix|P|-59.19
2022-07-21|18:56:42|Fast Food|McDonald's|P|-299.51
2025-09-29|21:57:44|Groceries|Walmart|D|462.76
2023-12-26|21:59:53|Coffee|Starbucks|P|-369.92
2023-03-07|07:47:38|Electronics|Apple|D|163.64
2022-01-09|05:06:41|Retail|Target|D|123.89
2024-07-10|13:59:23|Online Shopping|Amazon|P|-347.88
2024-09-06|21:37:32|Retail|Target|D|406.37
2023-02-18|17:38:28|Groceries|Costco|D|390.13
2023-06-06|09:11:46|Transport|Uber|D|463.97
2024-11-28|07:28:37|Retail|Target|D|490.68
2022-02-23|20:26:35|Electronics|Best Buy|P|-438.05
2023-05-16|00:54:51|Electronics|Best Buy|D|95.03
2022-09-30|08:19:33|Gas|Shell|D|29.24
2022-02-04|07:37:58|Electronics|Best Buy|D|52.72
2025-02-02|07:43:41|Online Shopping|Amazon|D|430.31
2023-09-18|10:15:01|Groceries|Costco|D|36.73
2022-08-09|05:36:17|Fast Food|McDonald's|P|-365.43
2025-09-18|11:05:49|Electronics|Best Buy|D|370.69
2022-08-25|02:47:58|Subscription|Netflix|P|-112.05
2022-09-22|17:25:14|Subscription|Netflix|D|234.21
2025-07-06|03:18:45|Coffee|Starbucks|D|321.45
2023-06-14|04:48:20|Transport|Lyft|P|-190.02
2024-06-12|05:04:30|Groceries|Costco|P|-183.14
2022-12-17|06:06:03|Retail|Target|D|12.11
2024-05-28|20:18:47|Coffee|Starbucks|P|-327.12
2024-03-20|21:22:54|Fast Food|McDonald's|P|-232.26
2023-03-06|03:19:48|Coffee|Starbucks|D|436.40
2025-07-18|13:06:23|Hardware|Home Depot|P|-473.71
2025-11-28|14:47:30|Gas|Shell|P|-438.49
2025-03-11|21:29:00|Pharmacy|CVS|D|112.34
2025-08-08|12:48:32|Transport|Lyft|P|-364.60
2022-11-15|22:48:32|Transport|Uber|D|193.64
2022-10-10|03:00:27|Electronics|Apple|P|-67.06
2025-10-09|15:50:28|Groceries|Costco|D|43.91
2022-11-15|22:47:01|Coffee|Starbucks|P|-234.37
2024-04-15|19:32:40|Gas|Shell|D|250.84
2024-03-28|00:13:23|Gas|Shell|D|423.79
2024-10-13|01:38:26|Hardware|Home Depot|D|181.67
2024-10-02|09:29:10|Pharmacy|CVS|D|105.80
2023-10-22|00:48:08|Groceries|Walmart|D|354.80
2023-01-23|00:18:52|Pharmacy|CVS|P|-286.61
2023-08-21|10:18:26|Electronics|Apple|D|463.51
2024-01-14|17:59:19|Groceries|Walmart|P|-238.38
2024-12-07|12:20:52|Transport|Uber|P|-156.66
2024-06-13|22:52:55|Fast Food|McDonald's|P|-8.44
2022-07-22|07:58:42|Hardware|Home Depot|D|340.85
2025-07-06|09:13:26|Hardware|Home Depot|P|-47.89
2023-08-19|06:22:38|Fast Food|McDonald's|P|-106.08
2024-05-19|16:54:20|Subscription|Spotify|P|-161.97
2025-01-02|15:37:00|Electronics|Best Buy|P|-32.37
2022-04-12|18:31:24|Groceries|Walmart|P|-473.62
2022-05-17|22:18:31|Subscription|Spotify|P|-469.10
2022-10-16|15:19:36|Groceries|Costco|D|175.30
2022-07-09|14:19:48|Hardware|Home Depot|D|8.46
2024-04-01|06:45:24|Subscription|Netflix|P|-162.03
2022-04-23|06:56:37|Electronics|Apple|D|336.84
2022-02-13|14:28:05|Hardware|Home Depot|D|144.94
2022-07-17|18:59:17|Groceries|Walmart|D|488.89
2025-10-31|04:19:30|Transport|Uber|P|-31.10
2022-09-19|10:38:19|Groceries|Walmart|P|-217.79
2025-06-19|03:25:45|Transport|Uber|P|-12.02
2022-03-19|14:05:25|Groceries|Costco|D|39.09
2024-07-17|00:01:52|Gas|Shell|P|-396.65
2022-09-16|16:24:27|Online Shopping|Amazon|P|-91.50
2025-12-23|14:29:59|Coffee|Starbucks|D|393.97
2022-03-26|16:54:37|Coffee|Starbucks|P|-63.84
2024-06-12|19:52:53|Groceries|Costco|P|-159.34
2024-04-29|12:32:57|Groceries|Walmart|P|-370.15
2023-04-30|08:47:01|Pharmacy|CVS|P|-440.29
2025-10-01|21:31:47|Subscription|Spotify|P|-337.75
2025-11-21|01:14:30|Transport|Uber|D|469.12
2023-03-29|07:55:54|Electronics|Apple|P|-9.26
2024-07-01|00:30:08|Groceries|Costco|D|425.75
2023-06-16|10:08:58|Subscription|Spotify|D|80.58
2024-05-30|10:25:47|Online Shopping|Amazon|D|100.86
2025-09-06|08:37:21|Fast Food|McDonald's|D|394.86
2022-05-18|15:03:56|Groceries|Walmart|P|-150.28
2022-06-30|06:44:41|Groceries|Walmart|D|317.01
2025-05-06|13:39:46|Electronics|Apple|P|-95.71
2024-05-06|12:01:17|Groceries|Walmart|D|438.48
2022-01-22|17:25:57|Retail|Target|D|436.66
2025-03-16|10:47:21|Hardware|Home Depot|D|143.68
2025-05-02|06:24:47|Electronics|Apple|D|422.18
2024-07-04|18:07:36|Gas|Shell|D|360.18
2025-06-09|17:34:06|Transport|Uber|P|-429.61
2022-09-10|06:09:12|Pharmacy|CVS|P|-463.96
2025-12-17|13:31:41|Subscription|Spotify|P|-105.05
2023-03-30|18:19:26|Electronics|Apple|D|100.59
2025-06-18|07:33:27|Groceries|Costco|D|333.53
2024-02-05|19:09:05|Electronics|Best Buy|P|-336.80
2022-05-25|00:47:55|Hardware|Home Depot|P|-154.61
2023-12-17|12:34:13|Coffee|Starbucks|D|397.66
2025-10-13|01:16:04|Electronics|Apple|P|-440.88
2023-01-06|04:40:24|Retail|Target|P|-340.60
2024-02-21|05:21:13|Pharmacy|CVS|P|-292.31
2022-11-14|03:05:35|Online Shopping|Amazon|D|143.46
2025-12-12|12:12:34|Groceries|Walmart|P|-345.78
2025-01-24|22:38:36|Groceries|Costco|D|355.51
2022-04-07|14:37:04|Transport|Lyft|P|-86.87
2023-01-13|05:14:33|Coffee|Starbucks|P|-453.67
2022-10-07|05:19:55|Subscription|Netflix|D|11.44
2024-09-08|17:23:04|Fast Food|McDonald's|P|-296.48
2023-02-20|11:47:36|Subscription|Netflix|P|-207.41
2025-11-02|13:13:24|Hardware|Home Depot|D|274.12
2025-11-12|20:41:35|Gas|Shell|P|-393.01
2024-11-28|03:59:42|Coffee|Starbucks|P|-226.44
2024-08-01|07:12:42|Hardware|Home Depot|P|-242.32
2024-11-02|16:00:49|Gas|Shell|D|306.03
2023-03-01|02:12:11|Online Shopping|Amazon|D|96.68
2022-09-23|11:21:53|Electronics|Apple|P|-88.59
2022-01-08|18:20:13|Pharmacy|CVS|P|-315.19
2024-10-27|10:10:40|Transport|Uber|D|422.98
2023-07-14|09:41:36|Retail|Target|D|465.12
2022-10-24|07:16:00|Online Shopping|Amazon|D|385.71
2022-01-01|21:25:51|Subscription|Netflix|D|423.26
2024-04-05|14:07:58|Groceries|Costco|D|435.42
2025-10-09|20:46:22|Subscription|Spotify|P|-229.04
2023-05-24|15:08:04|Subscription|Spotify|P|-77.71
2025-12-25|15:12:19|Gas|Shell|P|-145.30
2023-04-12|18:02:44|Online Shopping|Amazon|P|-133.26
2025-04-30|05:03:11|Groceries|Walmart|D|60.38
2024-01-26|03:58:43|Coffee|Starbucks|D|248.55
2025-10-16|23:06:38|Electronics|Best Buy|P|-27.65
2022-10-30|13:33:50|Transport|Lyft|D|366.04
2023-07-17|14:13:06|Transport|Lyft|P|-178.40
2023-02-11|19:16:08|Online Shopping|Amazon|D|450.78
2022-02-24|22:15:09|Subscription|Spotify|P|-69.60
2023-12-31|10:48:26|Hardware|Home Depot|D|31.05
2024-06-04|15:52:52|Coffee|Starbucks|P|-106.52
2025-09-09|00:26:25|Electronics|Best Buy|D|375.85
2024-12-04|05:31:35|Transport|Uber|D|51.62
2025-10-05|16:35:49|Retail|Target|D|221.97
2024-01-07|01:36:41|Retail|Target|D|455.30
2024-07-10|02:47:37|Fast Food|McDonald's|P|-157.19
2025-04-23|23:43:56|Transport|Lyft|D|132.72
2024-07-31|04:33:54|Electronics|Apple|D|199.67
2022-04-23|21:24:25|Groceries|Costco|P|-427.65
2022-05-10|05:59:35|Subscription|Spotify|D|370.17
2024-05-29|00:29:19|Gas|Shell|D|459.51
2023-01-18|19:21:57|Hardware|Home Depot|P|-462.43
2024-12-12|12:18:36|Subscription|Spotify|P|-462.53
2024-05-18|18:52:24|Gas|Shell|P|-310.60
2023-05-20|02:24:04|Groceries|Walmart|D|175.41
2024-06-26|00:25:51|Subscription|Spotify|D|282.77
2022-02-10|19:50:28|Gas|Shell|P|-126.69
2025-06-19|19:55:50|Transport|Lyft|P|-323.39
2025-10-01|04:58:50|Electronics|Apple|D|310.03
2024-12-20|05:33:15|Electronics|Best Buy|D|224.68
2024-10-24|10:51:07|Subscription|Spotify|D|173.85
2024-05-03|15:54:26|Pharmacy|CVS|P|-59.59
2023-11-02|16:13:30|Groceries|Walmart|P|-144.98
2023-05-02|11:30:03|Electronics|Best Buy|P|-304.43
2023-11-27|18:16:42|Coffee|Starbucks|P|-253.41
2023-05-07|15:12:34|Transport|Uber|P|-296.26
2025-07-07|22:58:19|Subscription|Netflix|P|-139.33
2023-02-18|06:38:07|Electronics|Best Buy|D|319.46
2025-06-29|17:35:57|Online Shopping|Amazon|P|-315.72
2023-12-07|03:37:54|Retail|Target|P|-26.31
2025-03-19|10:16:56|Electronics|Best Buy|P|-434.46
2024-08-08|22:17:26|Subscription|Spotify|D|401.57
2023-05-20|20:50:13|Retail|Target|P|-77.49
2025-02-09|00:59:47|Hardware|Home Depot|P|-42.99
2022-04-22|12:02:47|Coffee|Starbucks|P|-312.02
2024-01-06|19:25:33|Groceries|Costco|D|491.06
2022-11-02|23:55:21|Electronics|Apple|P|-207.33
2024-08-21|20:35:12|Online Shopping|Amazon|P|-169.91
2022-07-15|13:27:54|Transport|Uber|P|-334.49
2025-09-12|14:14:14|Subscription|Spotify|P|-229.21
2024-08-26|02:19:56|Groceries|Walmart|P|-420.74
2024-11-15|01:28:45|Retail|Target|P|-101.31
2022-01-26|07:01:51|Transport|Lyft|D|376.18
2023-01-13|01:12:42|Groceries|Walmart|P|-270.08
2025-02-23|12:51:54|Subscription|Spotify|D|130.26
2024-05-04|20:06:53|Electronics|Apple|D|174.06
2024-09-19|21:38:01|Transport|Lyft|P|-126.47
2023-07-15|22:11:25|Electronics|Best Buy|P|-157.14
2022-05-19|13:15:33|Groceries|Costco|D|371.88
2023-01-13|20:37:39|Fast Food|McDonald's|D|324.49
2024-08-31|18:19:00|Groceries|Costco|D|145.07
2023-01-24|22:40:39|Hardware|Home Depot|P|-436.03
2023-05-21|05:25:46|Electronics|Best Buy|D|154.89
2022-09-20|00:18:20|Electronics|Best Buy|P|-218.98
2023-07-07|20:02:06|Groceries|Walmart|P|-401.19
2023-10-02|22:27:39|Transport|Uber|P|-81.69
2025-05-05|15:45:58|Retail|Target|P|-372.68
2022-10-28|18:43:52|Groceries|Costco|P|-126.02
2024-05-06|11:20:21|Electronics|Apple|P|-306.53
2022-01-20|09:41:46|Online Shopping|Amazon|D|351.46
2022-03-24|22:54:39|Subscription|Netflix|D|328.74
2022-08-28|02:04:05|Electronics|Best Buy|D|89.47
2024-06-11|03:28:49|Transport|Uber|P|-238.65
2023-12-15|22:58:52|Retail|Target|P|-439.80
2023-10-12|01:18:43|Groceries|Costco|P|-198.76
2023-12-16|21:20:49|Electronics|Best Buy|D|192.63
2022-06-12|02:14:05|Gas|Shell|P|-241.06
2024-02-11|10:40:55|Groceries|Costco|P|-294.27
2023-08-14|10:52:39|Groceries|Walmart|P|-316.04
2025-09-29|11:50:18|Hardware|Home Depot|D|278.24
2024-05-14|08:39:58|Gas|Shell|P|-456.67
2024-01-10|18:13:50|Transport|Lyft|D|279.31
2024-07-24|05:41:29|Electronics|Best Buy|D|443.55
2025-05-16|15:57:23|Subscription|Netflix|D|219.05
2023-05-17|16:24:03|Subscription|Spotify|D|237.56
2022-04-12|01:09:08|Gas|Shell|D|27.28
2025-07-31|04:43:27|Groceries|Costco|P|-220.43
2025-10-09|10:51:02|Electronics|Best Buy|P|-270.41
2024-11-02|07:01:33|Electronics|Best Buy|D|454.00
2024-06-07|04:15:07|Online Shopping|Amazon|P|-215.11
2024-03-10|19:57:29|Gas|Shell|D|24.77
2025-07-18|04:56:35|Hardware|Home Depot|P|-479.27
2023-06-13|22:55:21|Groceries|Costco|P|-247.59
2023-04-22|17:55:04|Pharmacy|CVS|P|-283.03
2022-09-21|04:25:48|Electronics|Apple|P|-324.17
2025-05-14|00:29:07|Gas|Shell|D|319.04
2024-05-25|23:48:48|Retail|Target|D|463.73
2024-07-02|06:51:49|Pharmacy|CVS|P|-114.25
2024-06-18|05:55:56|Hardware|Home Depot|P|-365.90
2023-09-24|10:07:24|Gas|Shell|P|-81.29
2025-02-15|13:08:20|Pharmacy|CVS|D|49.41
2022-12-27|21:13:06|Subscription|Spotify|P|-474.11
2022-11-06|06:54:13|Hardware|Home Depot|P|-423.05
2022-10-07|20:30:28|Subscription|Netflix|P|-381.94
2024-09-26|04:56:04|Subscription|Spotify|P|-133.52
2023-03-19|03:47:24|Pharmacy|CVS|P|-86.39
2024-10-11|16:27:09|Fast Food|McDonald's|P|-251.88
2024-06-02|11:02:01|Online Shopping|Amazon|P|-302.34
2024-03-29|15:04:24|Transport|Uber|D|339.11
2023-06-05|22:31:11|Transport|Lyft|D|445.98
2023-11-14|03:02:34|Electronics|Apple|D|144.96
2025-07-17|22:27:28|Hardware|Home Depot|P|-218.31
2022-06-24|13:14:13|Subscription|Netflix|P|-48.87
2024-02-26|13:21:03|Groceries|Costco|D|209.40
2022-02-12|13:33:28|Retail|Target|D|241.32
2023-10-09|18:29:22|Hardware|Home Depot|D|36.94
2022-03-16|06:26:50|Transport|Uber|P|-322.71
2022-07-19|13:30:15|Hardware|Home Depot|D|20.09
2023-06-13|11:25:11|Transport|Uber|D|446.58
2025-01-23|09:11:51|Transport|Uber|P|-266.31
2025-10-18|21:40:57|Hardware|Home Depot|D|268.92
2022-09-12|00:24:52|Online Shopping|Amazon|D|377.66
2025-06-01|18:22:56|Online Shopping|Amazon|P|-147.50
2022-10-31|15:46:29|Electronics|Apple|P|-190.07
2025-06-08|14:41:36|Coffee|Starbucks|D|137.83
2023-12-08|12:23:18|Transport|Lyft|P|-460.96
2025-04-21|10:28:53|Coffee|Starbucks|P|-335.88
2024-07-20|10:33:07|Subscription|Netflix|D|457.50
2023-06-27|21:58:41|Transport|Uber|D|71.20
2022-12-04|16:15:09|Transport|Uber|D|302.35
2022-11-20|19:02:18|Coffee|Starbucks|D|177.24
2023-05-10|02:52:24|Transport|Lyft|D|482.69
2025-03-28|00:02:14|Gas|Shell|D|384.69
2025-10-09|06:08:57|Coffee|Starbucks|P|-265.70
2025-09-14|15:44:16|Retail|Target|P|-119.70
2025-01-02|09:11:55|Pharmacy|CVS|P|-41.02
2023-07-02|13:45:42|Gas|Shell|P|-136.91
2024-08-31|18:47:54|Online Shopping|Amazon|D|170.54
2024-08-21|07:48:06|Online Shopping|Amazon|P|-39.97
2024-08-24|20:48:03|Pharmacy|CVS|P|-59.74
2024-06-20|20:08:21|Retail|Target|P|-292.75
2022-03-29|20:56:59|Electronics|Best Buy|P|-242.16
2023-04-17|16:19:45|Transport|Uber|P|-401.60
2023-05-06|21:00:43|Electronics|Best Buy|D|20.87
2022-01-16|04:26:29|Transport|Uber|D|257.95
2023-09-24|23:24:34|Retail|Target|P|-352.89
2022-03-24|19:25:51|Subscription|Spotify|P|-23.99
2022-10-31|09:55:13|Subscription|Netflix|D|423.70
2022-10-02|12:43:41|Transport|Uber|P|-187.15
2025-07-13|11:00:36|Electronics|Best Buy|P|-197.08
2023-12-19|10:45:00|Electronics|Best Buy|P|-262.61
2022-11-08|08:40:36|Hardware|Home Depot|P|-201.80
2023-08-15|10:35:23|Coffee|Starbucks|P|-376.20
2025-09-19|05:02:57|Subscription|Spotify|D|56.28
2023-07-18|15:39:50|Transport|Uber|D|446.70
2023-01-25|13:23:02|Subscription|Spotify|P|-151.55
2024-01-06|20:55:29|Transport|Uber|P|-144.47
2025-07-22|08:45:02|Pharmacy|CVS|P|-17.84
2023-02-13|12:46:15|Hardware|Home Depot|D|132.65
2023-03-01|20:35:44|Hardware|Home Depot|P|-330.50
2025-01-27|13:34:04|Transport|Lyft|P|-195.40
2025-06-30|04:12:50|Fast Food|McDonald's|P|-476.78
2023-07-04|21:26:59|Online Shopping|Amazon|P|-120.19
2023-03-29|21:03:27|Coffee|Starbucks|P|-272.57
2025-12-28|18:17:28|Subscription|Spotify|P|-422.39
2024-07-28|07:13:48|Groceries|Costco|D|284.08
2022-05-28|15:29:20|Subscription|Spotify|P|-131.04
2022-07-05|02:08:21|Pharmacy|CVS|P|-152.99
2025-09-13|07:27:26|Fast Food|McDonald's|P|-249.63
2022-09-23|05:01:58|Groceries|Walmart|D|443.99
2022-03-17|03:33:47|Hardware|Home Depot|D|313.55
2022-03-12|22:53:10|Subscription|Netflix|D|481.22
2024-04-24|22:13:12|Groceries|Walmart|P|-118.39
2024-01-25|14:31:51|Online Shopping|Amazon|P|-241.68
2025-09-04|22:25:06|Online Shopping|Amazon|P|-337.33
2025-05-19|07:47:53|Groceries|Walmart|D|79.46
2024-08-26|16:31:21|Retail|Target|D|472.69
2022-01-14|13:18:21|Coffee|Starbucks|P|-111.25
2023-08-21|12:30:09|Electronics|Best Buy|P|-61.23
2024-08-15|16:14:21|Fast Food|McDonald's|P|-413.45
2024-07-04|21:08:02|Transport|Uber|D|37.64
2022-11-04|09:30:12|Electronics|Apple|P|-302.76
2024-03-07|18:09:03|Pharmacy|CVS|P|-111.24
2022-09-02|07:28:36|Hardware|Home Depot|P|-285.77
2024-01-15|07:14:25|Subscription|Netflix|D|279.65
2025-07-15|02:05:40|Subscription|Spotify|P|-499.08
2025-09-05|01:59:31|Retail|Target|P|-100.65
2025-06-16|08:52:42|Electronics|Apple|P|-36.03
2023-05-19|08:50:48|Retail|Target|D|412.23
2024-03-06|12:40:09|Groceries|Costco|D|481.96
2022-12-09|15:31:29|Transport|Uber|D|251.94
2023-06-26|16:58:24|Retail|Target|D|97.37
2023-12-27|02:44:41|Transport|Uber|D|200.95
2022-07-27|14:59:57|Electronics|Best Buy|D|312.58
2025-11-02|04:46:40|Online Shopping|Amazon|D|335.34
2022-01-19|20:20:46|Coffee|Starbucks|D|359.01
2022-02-23|06:52:11|Subscription|Netflix|D|485.14
2024-04-12|03:41:49|Coffee|Starbucks|P|-103.99
2025-07-17|02:22:47|Subscription|Spotify|P|-93.88
2023-02-19|16:40:08|Transport|Lyft|D|150.46
2022-04-30|14:02:53|Subscription|Netflix|D|499.09
2025-08-23|13:41:20|Subscription|Netflix|P|-381.81
2023-11-21|14:20:01|Transport|Uber|D|41.44
2024-02-16|15:47:41|Subscription|Spotify|D|211.05
2024-12-01|23:07:46|Groceries|Walmart|P|-479.68
2023-02-20|07:59:41|Online Shopping|Amazon|D|397.20
2022-05-01|17:15:17|Coffee|Starbucks|D|67.95
2023-03-01|20:50:47|Transport|Lyft|D|26.83
2022-03-05|16:51:19|Fast Food|McDonald's|P|-224.35
2025-01-27|22:04:36|Subscription|Netflix|D|33.89
2022-10-19|05:33:03|Retail|Target|P|-20.46
2025-03-21|09:46:17|Electronics|Apple|D|94.86
2022-01-08|03:38:02|Hardware|Home Depot|D|301.69
2023-02-20|13:15:07|Hardware|Home Depot|D|136.84
2025-05-13|20:29:53|Electronics|Best Buy|P|-188.97
2022-01-10|23:42:03|Hardware|Home Depot|D|446.23
2023-10-26|22:46:30|Transport|Uber|P|-383.39
2024-12-21|20:56:41|Groceries|Walmart|D|117.70
2023-09-07|17:55:01|Electronics|Apple|P|-110.89
2024-10-08|17:44:07|Subscription|Spotify|D|285.15
2022-01-05|23:02:28|Subscription|Spotify|P|-111.88
2025-01-19|08:14:17|Subscription|Spotify|D|235.82
2024-04-28|08:37:26|Subscription|Netflix|P|-18.58
2023-02-15|01:21:38|Transport|Uber|D|136.92
2023-01-11|12:01:21|Subscription|Spotify|P|-300.38
2023-11-23|14:59:17|Electronics|Best Buy|P|-126.15
2024-04-24|17:25:13|Subscription|Netflix|D|17.76
2023-03-31|06:13:47|Coffee|Starbucks|D|66.53
2024-08-23|22:16:56|Groceries|Costco|P|-312.29
2023-03-07|09:24:38|Transport|Lyft|D|393.97
2024-07-13|11:05:04|Electronics|Apple|P|-252.95
2023-10-30|21:51:35|Pharmacy|CVS|P|-299.29
2025-02-15|09:28:12|Groceries|Costco|P|-468.69
2025-03-24|12:30:42|Transport|Uber|P|-360.08
2025-02-05|18:01:14|Coffee|Starbucks|D|32.47
2025-04-07|00:45:30|Electronics|Best Buy|D|89.30
2022-06-07|08:02:33|Groceries|Costco|D|486.68
2025-10-07|23:02:47|Electronics|Best Buy|P|-22.95
2025-01-27|14:48:48|Fast Food|McDonald's|P|-29.84
2023-05-22|06:28:42|Electronics|Apple|P|-295.56
2025-09-12|06:26:36|Subscription|Spotify|P|-211.40
2025-01-02|18:17:13|Transport|Lyft|P|-184.15
2024-10-20|07:35:39|Subscription|Netflix|D|291.97
2025-11-13|05:28:19|Transport|Lyft|D|140.35
2023-11-08|22:17:29|Transport|Lyft|P|-313.51
2025-10-19|02:55:38|Gas|Shell|D|288.64
2025-11-24|09:35:21|Coffee|Starbucks|P|-434.70
2023-01-11|10:32:59|Transport|Lyft|P|-31.00
2022-09-18|04:31:23|Electronics|Apple|D|375.19
2024-11-14|10:52:23|Gas|Shell|D|18.95
2024-01-17|02:25:45|Gas|Shell|D|105.30
2025-06-09|16:42:41|Transport|Lyft|D|39.23
2023-05-10|20:33:30|Groceries|Walmart|D|45.97
2025-12-24|07:02:58|Gas|Shell|D|265.47
2024-04-21|07:50:50|Transport|Uber|D|292.81
2022-11-08|18:23:56|Transport|Uber|P|-445.86
2025-08-14|21:40:16|Subscription|Netflix|P|-224.05
2025-08-27|07:02:52|Pharmacy|CVS|P|-393.72
2022-10-01|23:08:18|Transport|Uber|P|-361.55
2024-01-15|21:40:21|Subscription|Netflix|D|398.73
2022-09-15|15:15:14|Electronics|Apple|D|44.80
2025-06-21|10:39:24|Hardware|Home Depot|P|-422.44
2024-05-30|03:43:35|Hardware|Home Depot|P|-382.67
2024-04-27|01:48:40|Subscription|Spotify|D|207.07
2025-09-15|12:22:15|Gas|Shell|P|-204.19
2024-09-12|02:39:59|Coffee|Starbucks|P|-356.71
2024-09-04|17:26:11|Retail|Target|P|-74.87
2025-10-05|13:40:09|Subscription|Spotify|D|25.88
2022-06-01|20:07:46|Gas|Shell|P|-195.14
2025-03-20|20:39:44|Gas|Shell|D|88.53
2023-02-16|12:02:03|Online Shopping|Amazon|D|284.89
2022-06-15|05:29:46|Pharmacy|CVS|D|159.00
2025-04-06|11:57:46|Transport|Lyft|D|447.55
2025-01-15|05:23:06|Fast Food|McDonald's|D|26.98
2025-03-09|10:04:06|Transport|Lyft|P|-218.86
2022-12-01|05:59:01|Electronics|Best Buy|D|8.14
2025-07-17|22:27:24|Coffee|Starbucks|P|-331.23
2023-12-16|08:32:46|Electronics|Apple|D|363.02
2025-06-21|02:53:52|Pharmacy|CVS|P|-8.36
2022-05-14|08:01:19|Subscription|Netflix|P|-429.09
2022-01-02|05:33:29|Subscription|Spotify|D|203.79
2024-06-04|19:28:26|Electronics|Apple|D|449.28
2025-12-10|00:12:21|Gas|Shell|D|447.48
2025-09-29|15:05:47|Subscription|Spotify|D|383.55
2023-08-03|21:32:22|Online Shopping|Amazon|D|48.98
2022-09-08|19:50:39|Groceries|Walmart|D|386.59
2024-03-02|01:29:09|Electronics|Apple|P|-59.32
2023-04-14|22:50:33|Subscription|Netflix|P|-335.52
2022-04-03|15:23:51|Pharmacy|CVS|P|-461.74
2023-07-13|09:44:41|Subscription|Netflix|P|-120.40
2025-02-18|08:36:14|Pharmacy|CVS|P|-153.51
2023-04-02|11:34:08|Hardware|Home Depot|D|9.38
2025-04-14|23:22:28|Subscription|Spotify|D|425.97
2022-06-26|23:57:22|Fast Food|McDonald's|D|303.61
2023-09-17|21:50:24|Groceries|Costco|P|-125.12
2022-12-23|23:06:27|Gas|Shell|P|-248.83
2023-04-01|08:27:52|Electronics|Apple|D|225.52
2025-03-11|13:13:59|Retail|Target|D|66.93
2024-02-27|04:53:07|Groceries|Costco|P|-361.46
2024-12-12|15:45:42|Groceries|Walmart|D|292.56
2024-04-20|09:09:24|Transport|Lyft|P|-272.97
2025-07-20|16:24:14|Subscription|Netflix|P|-435.23
2023-12-12|18:42:47|Pharmacy|CVS|D|105.29
2025-12-22|15:27:11|Coffee|Starbucks|P|-304.06
2025-06-24|22:05:29|Coffee|Starbucks|P|-96.24
2025-12-08|20:01:25|Transport|Lyft|D|121.80
2025-02-24|07:23:04|Transport|Lyft|D|115.74
2025-02-16|20:33:11|Groceries|Costco|P|-499.27
2023-07-22|06:13:16|Electronics|Best Buy|P|-192.92
2024-10-05|10:54:01|Online Shopping|Amazon|P|-404.00
2023-07-16|23:08:22|Transport|Lyft|P|-369.36
2024-05-10|17:18:08|Coffee|Starbucks|P|-157.92
2023-07-14|05:35:46|Fast Food|McDonald's|P|-374.24
2025-03-10|13:59:40|Gas|Shell|P|-300.68
2025-08-25|08:13:03|Gas|Shell|P|-221.08
2023-01-18|10:40:04|Pharmacy|CVS|P|-8.92
2023-03-29|20:17:03|Pharmacy|CVS|P|-159.64
2025-07-09|05:27:10|Groceries|Costco|P|-30.84
2023-03-12|08:57:52|Electronics|Apple|P|-153.02
2023-02-13|17:30:57|Groceries|Costco|P|-29.07
2022-12-16|07:37:29|Fast Food|McDonald's|P|-231.94
2022-03-21|07:57:44|Electronics|Apple|D|246.52
2024-03-13|12:50:37|Fast Food|McDonald's|D|298.70
2023-10-16|06:46:12|Groceries|Costco|D|101.52
2022-08-11|11:41:13|Electronics|Best Buy|D|110.57
2023-10-23|06:00:41|Groceries|Walmart|P|-375.16
2025-01-15|13:39:34|Hardware|Home Depot|D|138.61
2022-09-19|07:24:52|Subscription|Netflix|D|282.96
2022-08-10|14:16:01|Groceries|Costco|P|-260.15
2022-05-16|17:55:44|Groceries|Costco|P|-471.84
2024-08-16|23:37:30|Fast Food|McDonald's|P|-35.00
2023-01-23|13:05:14|Electronics|Apple|P|-40.54
2024-12-19|03:41:53|Subscription|Spotify|P|-152.38
2025-10-03|22:52:56|Pharmacy|CVS|D|106.05
2024-07-06|20:43:42|Transport|Uber|P|-357.26
2022-05-31|01:21:03|Hardware|Home Depot|D|412.79
2023-05-21|07:51:35|Groceries|Costco|P|-326.11
2022-10-02|07:39:16|Groceries|Costco|D|270.15
2024-05-30|15:08:58|Pharmacy|CVS|D|88.47
2024-09-27|01:53:59|Subscription|Netflix|D|105.14
2024-08-21|19:49:04|Groceries|Costco|D|318.13
